CON fEVs					GW6471 fEVs				
0.068224	0.062368	0.040137	0.056597	0.035398	0.083672	0.065065	0.069698	0.071391	0.069485
0.059778	0.059968	0.045219	0.054373	0.037192	0.083111	0.066005	0.073533	0.065957	0.07284
0.061519	0.061116	0.03999	0.049618	0.035374	0.083602	0.064544	0.069672	0.081909	0.064068
0.05582	0.056825	0.038151	0.053485	0.033854	0.081806	0.064291	0.063574	0.063361	0.064649
0.054892	0.049864	0.04149	0.055379	0.034114	0.078286	0.0606	0.066992	0.071036	0.064996
0.054393	0.053256	0.038184	0.054961	0.032902	0.074426	0.059753	0.064484	0.059263	0.05981
0.05537	0.046871	0.034549	0.06253	0.031184	0.075594	0.060909	0.066898	0.039176	0.067873
0.055268	0.047123	0.041116	0.05168	0.030454	0.067985	0.059306	0.058546	0.03884	0.059792
0.050224	0.046474	0.045254	0.056742	0.032059	0.066019	0.062755	0.060845	0.044314	0.062421
0.053447	0.050355	0.043629	0.05184	0.033486	0.077284	0.068208	0.066272	0.047662	0.060931
0.050563	0.053399	0.045923	0.040686	0.033604	0.065682	0.066362	0.062755	0.048501	0.056802
0.052635	0.049568	0.058645	0.042677	0.036666	0.068452	0.067992	0.06676	0.043817	0.055155
0.053808	0.049454	0.050929	0.035697	0.033623	0.068607	0.063866	0.05902	0.046497	0.050616
0.054043	0.042678	0.046864	0.044116	0.033309	0.066376	0.059266	0.055073	0.052463	0.043305
0.054754	0.041862	0.047631	0.039878	0.038186	0.074312	0.057007	0.056318	0.056529	0.046517
0.054364	0.047215	0.05559	0.040682	0.034169	0.067901	0.058107	0.061512	0.049901	0.049869
0.049694	0.045463	0.052567	0.036134	0.032538	0.061743	0.057171	0.063612	0.047757	0.059205
0.049807	0.044568	0.04751	0.043781	0.029854	0.062188	0.067416	0.057424	0.054795	0.048996
0.049665	0.041794	0.043863	0.045484	0.031544	0.063531	0.069131	0.063178	0.041012	0.037395
0.056148	0.043712	0.040748	0.039104	0.029486	0.061995	0.057997	0.05267	0.03522	0.043977
0.057208	0.04067	0.040032	0.052568	0.032311	0.071776	0.062082	0.05229	0.038485	0.046075
0.058849	0.044616	0.032834	0.042781	0.039343	0.069613	0.066122	0.056771	0.040846	0.04619
0.052236	0.056952	0.031182	0.039145	0.04369	0.062492	0.067095	0.06541	0.042345	0.050576
0.048625	0.059282	0.035257	0.04085	0.049556	0.063061	0.062449	0.068352	0.043315	0.051617
0.049074	0.052388	0.036881	0.040835	0.050547	0.059071	0.057641	0.064037	0.041081	0.063937
									
0.045289	0.055487	0.045242	0.037938	0.042042	0.052856	0.05408	0.061695	0.040603	0.067282
0.040319	0.052373	0.048633	0.04777	0.043784	0.051968	0.052552	0.060865	0.041024	0.059565
0.039658	0.054294	0.041725	0.047625	0.040989	0.049697	0.045145	0.052314	0.040366	0.052369
0.04108	0.049782	0.037251	0.048487	0.042621	0.044268	0.041419	0.054296	0.042474	0.045222
0.041139	0.048583	0.038236	0.045203	0.043845	0.052359	0.042119	0.05495	0.041715	0.047896
0.044453	0.054812	0.038911	0.039873	0.039826	0.06072	0.050538	0.0547	0.042656	0.0473
0.049154	0.053753	0.039255	0.040949	0.042802	0.068052	0.063923	0.05722	0.05545	0.047075
0.052475	0.054591	0.041204	0.04339	0.04585	0.071727	0.072461	0.043971	0.057047	0.060658
0.058078	0.047622	0.035037	0.042234	0.055404	0.071191	0.069403	0.053045	0.064677	0.05106
0.056093	0.046416	0.034745	0.048674	0.039603	0.064529	0.060253	0.067209	0.056663	0.052288
0.051263	0.048551	0.042759	0.051755	0.03727	0.064137	0.060554	0.086768	0.061021	0.045616
0.052535	0.044507	0.058303	0.052082	0.030573	0.062475	0.063295	0.064888	0.045973	0.045429
