CON fEVs					GW6471 fEVs				
0.049026	0.048811	0.027999	0.041379	0.025554	0.06193	0.052648	0.0524	0.050975	0.049182
0.051591	0.047834	0.031325	0.038576	0.026325	0.061621	0.053796	0.054522	0.045939	0.051426
0.049449	0.048671	0.027439	0.034247	0.024956	0.061535	0.053295	0.051154	0.056246	0.045279
0.050276	0.045152	0.026842	0.03811	0.023751	0.060918	0.052455	0.047138	0.043067	0.046252
0.049395	0.039819	0.030737	0.040677	0.02383	0.058443	0.049061	0.049655	0.049758	0.046191
0.053118	0.042462	0.026356	0.040538	0.023144	0.056359	0.047473	0.047935	0.040624	0.042514
0.049047	0.0361	0.023767	0.045506	0.022237	0.054223	0.047184	0.048571	0.02782	0.047451
0.043541	0.036872	0.028386	0.036573	0.02114	0.049624	0.043907	0.041462	0.025887	0.041626
0.050599	0.03695	0.031018	0.039997	0.022847	0.048608	0.047677	0.044803	0.029944	0.043099
0.052289	0.039347	0.029916	0.036679	0.0242	0.056536	0.051812	0.048165	0.032313	0.042964
0.052772	0.03979	0.032507	0.02874	0.023896	0.048274	0.050482	0.045223	0.033362	0.040405
0.04561	0.035644	0.043456	0.03056	0.025599	0.048591	0.050133	0.046488	0.029116	0.039071
0.054009	0.03598	0.037784	0.024714	0.02323	0.049423	0.04788	0.043111	0.030921	0.035754
0.052545	0.032	0.034394	0.030349	0.02344	0.05117	0.043828	0.040444	0.035695	0.029889
0.049482	0.032209	0.034496	0.026855	0.026553	0.053377	0.044625	0.045151	0.037638	0.03113
0.049745	0.035541	0.039321	0.027631	0.02373	0.050737	0.045878	0.049949	0.032033	0.03353
0.048844	0.034628	0.039154	0.024175	0.022569	0.047902	0.042965	0.049208	0.032559	0.040856
0.04522	0.033059	0.034816	0.030275	0.020888	0.048262	0.050948	0.044606	0.038829	0.034046
0.05028	0.030225	0.032172	0.031176	0.021947	0.045828	0.050545	0.046255	0.027615	0.026099
0.04614	0.031974	0.030309	0.025865	0.020095	0.04702	0.043867	0.041086	0.022661	0.030048
0.047218	0.030025	0.029059	0.036016	0.023364	0.054157	0.048753	0.042553	0.024653	0.031234
0.048786	0.033586	0.023068	0.028822	0.028775	0.051151	0.04956	0.044492	0.02524	0.031623
0.052093	0.042785	0.021047	0.026727	0.031847	0.046616	0.048959	0.049966	0.02663	0.034236
0.047749	0.044164	0.023359	0.029203	0.036815	0.048477	0.045984	0.052122	0.026462	0.036267
0.050487	0.037941	0.024464	0.030457	0.038549	0.042729	0.042427	0.049147	0.023715	0.047079
									
0.058061	0.04159	0.031122	0.028312	0.032109	0.038266	0.040398	0.048008	0.025319	0.047347
0.052695	0.040089	0.033134	0.035882	0.033978	0.036991	0.038676	0.047465	0.024934	0.041821
0.051093	0.042284	0.027704	0.035225	0.031185	0.03543	0.03158	0.03936	0.025004	0.036725
0.052297	0.038009	0.024121	0.036025	0.032109	0.031481	0.028707	0.041506	0.026739	0.030476
0.044519	0.036626	0.025769	0.033288	0.033131	0.03757	0.030336	0.040962	0.026606	0.032789
0.046612	0.04058	0.027543	0.028572	0.030239	0.047527	0.03995	0.041664	0.027873	0.03357
0.047436	0.039669	0.027656	0.029863	0.031862	0.055031	0.051088	0.042986	0.039082	0.033495
0.051328	0.040545	0.026897	0.030886	0.03415	0.058166	0.056708	0.032904	0.041024	0.042565
0.053696	0.036447	0.023518	0.03093	0.040857	0.058175	0.055644	0.041742	0.045969	0.035667
0.046178	0.034149	0.023262	0.037457	0.029623	0.052569	0.046888	0.051246	0.040876	0.036197
0.058703	0.035822	0.028921	0.04148	0.027996	0.051452	0.046632	0.064504	0.043625	0.031265
0.058191	0.032269	0.040768	0.042722	0.022639	0.049017	0.048745	0.050904	0.033533	0.031836
0.051082	0.032432	0.035724	0.038344	0.021864	0.047148	0.049575	0.050245	0.030207	0.033322
0.047911	0.041012	0.024325	0.034164	0.022595	0.051291	0.042007	0.044929	0.0328	0.035031
0.044763	0.039178	0.022434	0.03876	0.020876	0.050773	0.04464	0.046568	0.048183	0.035412
0.053172	0.03489	0.025263	0.037311	0.018916	0.047264	0.04514	0.047047	0.026423	0.037606
0.050656	0.039456	0.022981	0.034462	0.02543	0.05323	0.048556	0.048834	0.027329	0.037551
0.045043	0.039219	0.031869	0.029832	0.024585	0.054833	0.050366	0.054089	0.028127	0.034592
0.049628	0.037339	0.029091	0.02452	0.019128	0.049507	0.038492	0.043085	0.027127	0.02839
0.049385	0.032884	0.027348	0.025087	0.027625	0.046715	0.04003	0.044199	0.02901	0.029494
0.048941	0.038571	0.025803	0.028618	0.027662	0.063126	0.042294	0.047726	0.029875	0.035341
0.045014	0.041206	0.022873	0.029034	0.034978	0.059492	0.040092	0.05239	0.033036	0.043843
0.045684	0.031847	0.029143	0.028668	0.029662	0.061573	0.044635	0.050707	0.032518	0.051762
0.049327	0.030711	0.025435	0.024447	0.016775	0.06353	0.050912	0.047434	0.030472	0.047552
0.055142	0.032278	0.027104	0.028421	0.017511	0.052842	0.045196	0.04706	0.024235	0.043187
0.054228	0.034467	0.023263	0.027911	0.018171	0.054564	0.043103	0.050834	0.030304	0.040164
0.047613	0.025955	0.024178	0.030809	0.019785	0.043449	0.044432	0.047062	0.02603	0.041448
0.047679	0.026197	0.023741	0.031093	0.020782	0.049791	0.044708	0.044085	0.024396	0.035315
0.048239	0.025592	0.027707	0.029281	0.020557	0.054488	0.045479	0.054053	0.027548	0.032884
0.047982	0.029716	0.029628	0.031461	0.0226	0.057006	0.04858	0.043928	0.027958	0.032467
0.043054	0.03402	0.0317	0.02668	0.019515	0.05222	0.050648	0.043708	0.026893	0.029861
0.043187	0.03116	0.024411	0.03005	0.020091	0.051371	0.046215	0.038925	0.025901	0.032668
0.052212	0.039131	0.025742	0.036222	0.021559	0.052016	0.044591	0.031324	0.026831	0.038548
0.0475	0.037505	0.027199	0.032672	0.025298	0.050555	0.045691	0.04373	0.02817	0.041061
