HLF+/+ ND				HLF+/- ND				HLF+/+ HFD				HLF+/- HFD			
0.794314	0.777197	1.033268	0.73489	0.739734	0.939132	0.894372	1.028902	0.811105	0.903992	0.805025	0.838532	0.751593224	0.751975	0.795987	0.815718
0.7526	0.755714	0.977638	0.7735	0.701818	0.929382	0.868083	1.059361	0.792984	0.882426	0.826185	0.796795	0.768818348	0.735032	0.777301	0.816449
0.760929	0.753457	0.995214	0.770417	0.71304	0.929454	0.872983	1.064782	0.782443	0.819471	0.826783	0.769402	0.785351385	0.760494	0.791952	0.810933
0.758388	0.758711	0.978996	0.771741	0.727418	0.898537	0.874023	1.061597	0.800859	0.827717	0.84455	0.790376	0.780095564	0.768618	0.78198	0.81233
0.735617	0.733984	0.909414	0.780139	0.748754	0.890811	0.82251	1.04895	0.800175	0.841915	0.83352	0.786776	0.791073669	0.776057	0.801725	0.796054
0.785995	0.769819	0.85321	0.771614	0.755741	0.87544	0.826153	0.95754	0.777669	0.811657	0.835914	0.759999	0.77241688	0.788798	0.793115	0.779197
0.782964	0.783875	0.828485	0.754768	0.722119	0.838174	0.830999	0.875141	0.753809	0.808394	0.842112	0.764205	0.769241352	0.820901	0.792499	0.772
0.816119	0.832518	0.844405	0.737639	0.700752	0.804726	0.796538	0.857464	0.750128	0.80064	0.822795	0.780967	0.761080229	0.789131	0.783967	0.774033
0.821015	0.880523	0.821706	0.747621	0.724178	0.78366	0.760639	0.829446	0.755194	0.781528	0.802626	0.817735	0.779126681	0.814791	0.786137	0.766693
0.84792	0.899237	0.834324	0.755633	0.78237	0.791543	0.801613	0.798555	0.741114	0.788117	0.820041	0.782413	0.796253886	0.815669	0.798832	0.756529
0.827058	0.869643	0.834514	0.728769	0.794751	0.801803	0.762721	0.797954	0.750511	0.784915	0.826909	0.835687	0.778074942	0.811948	0.79972	0.744752
0.852649	0.891362	0.878257	0.737817	0.770238	0.778292	0.758566	0.83972	0.734165	0.793048	0.81538	0.754491	0.78170511	0.794484	0.785295	0.749308
0.780796	0.926163	0.889101	0.746585	0.742894	0.781821	0.770069	0.846735	0.75123	0.781919	0.816164	0.767196	0.765647747	0.822623	0.792283	0.745236
0.781237	0.946758	0.905695	0.743539	0.770998	0.76607	0.765447	0.831955	0.764543	0.768761	0.808761	0.758617	0.763881842	0.826523	0.791028	0.760165
0.708318	0.893944	0.951416	0.740642	0.770438	0.77417	0.760526	0.857548	0.765174	0.779144	0.805174	0.754873	0.781880406	0.826995	0.774149	0.752378
0.700348	0.904605	0.932687	0.769548	0.792352	0.751922	0.749653	0.825096	0.743529	0.759228	0.811056	0.746492	0.771262581	0.811744	0.770754	0.75597
0.680542	0.926066	0.911223	0.785811	0.807938	0.776621	0.759956	0.85812	0.72978	0.758537	0.792842	0.73908	0.820939081	0.807838	0.763657	0.748919
0.709268	0.89406	0.804797	0.757821	0.765983	0.762488	0.731076	0.869536	0.779366	0.782664	0.832888	0.760308	0.834376135	0.81322	0.774597	0.747576
0.678476	0.862593	0.813929	0.744289	0.75618	0.754655	0.719914	0.888514	0.783558	0.792725	0.828376	0.766085	0.829725897	0.824529	0.779758	0.754843
0.744982	0.855597	0.835284	0.775843	0.756025	0.785145	0.778193	0.870458	0.778551	0.780595	0.802684	0.754268	0.811382696	0.767426	0.775437	0.764262
0.736477	0.834425	0.848953	0.778031	0.78003	0.765607	0.76042	0.944117	0.773465	0.775037	0.821742	0.764249	0.823023217	0.765208	0.77153	0.744858
0.72526	0.883128	0.86873	0.737915	0.853281	0.801552	0.754442	0.944806	0.757193	0.756744	0.795141	0.741826	0.782297648	0.741184	0.747268	0.74483
0.755719	0.89576	0.849548	0.762071	0.878952	0.8856	0.793167	0.903992	0.795466	0.792843	0.818977	0.786778	0.781328711	0.781659	0.762399	0.744329
0.739701	0.867293	0.86045	0.727584	0.846382	0.897747	0.782491	0.862547	0.799723	0.813582	0.817781	0.781953	0.778063352	0.809445	0.747345	0.785999
0.698864	0.821234	0.843825	0.725127	0.771979	0.88784	0.776776	0.861698	0.801316	0.801293	0.816572	0.759432	0.771755644	0.768616	0.736841	0.771716
0.730032	0.861755	0.84711	0.740344	0.756954	0.898625	0.787159	0.888573	0.81017	0.789015	0.839247	0.76893	0.752510372	0.764016	0.743375	0.761705
0.754271	0.843141	0.806591	0.745661	0.756007	0.848305	0.757627	0.909245	0.799669	0.775187	0.825634	0.724583	0.730288139	0.759983	0.738694	0.774384
0.78692	0.833913	0.793782	0.730628	0.711839	0.868511	0.806055	0.899456	0.796628	0.784156	0.81031	0.745754	0.762249465	0.790034	0.768787	0.770961
0.726708	0.838231	0.797521	0.72664	0.739847	0.84354	0.740776	0.84785	0.766722	0.767243	0.800427	0.740927	0.785844883	0.762647	0.780637	0.766314
0.749726	0.856612	0.787351	0.730727	0.752554	0.884719	0.747824	0.849411	0.782099	0.746958	0.826783	0.727205	0.807651932	0.761281	0.768608	0.752988
0.752019	0.880164	0.821726	0.744491	0.787711	0.864321	0.760157	0.834996	0.780676	0.763047	0.821106	0.77381	0.784995798	0.762082	0.726212	0.759422
0.771004	0.893549	0.803712	0.741566	0.748868	0.833782	0.754538	0.826336	0.758466	0.772622	0.819713	0.79825	0.776670409	0.748552	0.745779	0.772409
0.838416	0.881496	0.794122	0.744289	0.812191	0.841523	0.772769	0.826793	0.760234	0.768658	0.845542	0.818632	0.843713598	0.755707	0.76658	0.763809
0.882938	0.816517	0.763199	0.72833	0.702872	0.808412	0.754598	0.822769	0.737367	0.757987	0.815393	0.795243	0.776418134	0.770437	0.747579	0.786597
0.866506	0.794156	0.806068	0.778909	0.762271	0.799495	0.779409	0.830852	0.751045	0.783409	0.805726	0.736207	0.784882277	0.74707	0.756398	0.702322
0.841937	0.788201	0.817839	0.762073	0.768017	0.786025	0.768468	0.832041	0.728473	0.778871	0.80637	0.760456	0.795417118	0.746573	0.758263	0.78211
0.857747	0.758709	0.779687	0.756872	0.737984	0.823942	0.756102	0.846845	0.720786	0.763354	0.832317	0.734766	0.782683007	0.752113	0.76205	0.786341
0.877752	0.758241	0.833021	0.76383	0.782829	0.805811	0.786879	0.842507	0.740257	0.797939	0.833364	0.749227	0.785559285	0.742122	0.702192	0.828523
0.845252	0.775921	0.830625	0.767702	0.834804	0.893825	0.814973	0.842668	0.750663	0.79079	0.846754	0.735439	0.814475834	0.760491	0.744793	0.84502
0.835622	0.785906	0.835964	0.785638	0.791527	0.798189	0.782039	0.807041	0.740804	0.797951	0.843208	0.747991	0.792254469	0.758949	0.753763	0.857853
0.841572	0.779384	0.813003	0.713561	0.818494	0.813455	0.792308	0.80009	0.716783	0.774429	0.830977	0.726758	0.81378944	0.754372	0.767523	0.875903
0.815547	0.758564	0.809668	0.734789	0.77486	0.778541	0.775868	0.863501	0.749014	0.793803	0.813785	0.755728	0.86130271	0.772717	0.765576	0.863444
0.833294	0.753648	0.835141	0.748932	0.790322	0.802	0.781589	0.899915	0.779725	0.795952	0.823021	0.762172	0.861649451	0.74046	0.764294	0.824804
0.826986	0.781184	0.802944	0.732255	0.762488	0.813615	0.781455	0.892537	0.774075	0.775377	0.808045	0.751669	0.804628016	0.77062	0.782475	0.82526
0.798414	0.823362	0.821615	0.733001	0.742263	0.793339	0.782447	0.926372	0.741565	0.765128	0.808119	0.771063	0.779556619	0.768887	0.759995	0.821625
0.748766	0.830302	0.877153	0.769362	0.801006	0.858326	0.785327	0.875593	0.722484	0.777173	0.790244	0.756433	0.812597529	0.774343	0.790312	0.836219
0.770471	0.790854	0.880777	0.742588	0.790448	0.815314	0.771593	0.791983	0.741892	0.779753	0.779846	0.711679	0.808378022	0.776677	0.834686	0.793777
0.847239	0.825314	0.926904	0.766524	0.770338	0.853441	0.85241	0.831035	0.743273	0.764868	0.793854	0.72712	0.782442925	0.782821	0.849024	0.770898
0.841439	0.819823	0.919374	0.758545	0.776071	0.921934	0.842353	0.827935	0.738885	0.784312	0.813014	0.769556	0.768990612	0.822217	0.83211	0.776808
0.855769	0.821968	0.912153	0.726405	0.761577	0.882994	0.793264	0.770434	0.732575	0.820274	0.785427	0.754164	0.764403616	0.854857	0.785743	0.770975
0.82317	0.787929	0.943749	0.754965	0.769474	0.891543	0.745396	0.752095	0.73078	0.776396	0.789064	0.762326	0.762371178	0.8597	0.775399	0.751274
