HLF+/+ ND			HLF+/- ND			HLF+/+ HFD			HLF+/- HFD		
2.654598	1.807743	2.086878	1.587656	1.018658	2.135458	1.457854	1.468071	2.799369	2.294631	2.5951	1.933576
2.654598	1.908512	2.086878	1.587656	1.018658	2.135458	1.457854	1.472235	2.799369	2.32466	2.5951	1.961776
2.654598	1.908757	2.086878	1.588217	1.018658	2.135458	1.457854	1.524861	2.799369	2.32466	2.5951	2.015846
2.654598	1.908757	2.086878	1.634745	1.018658	2.135458	1.457854	1.537336	2.821711	2.32466	2.5951	2.047456
2.937835	1.908757	2.088029	1.692021	1.018658	2.135458	1.457854	1.537336	2.881757	2.32466	2.5951	2.047666
3.208156	1.908757	2.134387	1.695467	1.018658	2.135458	1.457854	1.552278	2.918478	2.32466	2.5951	2.047666
3.208156	1.908757	2.201224	1.695467	1.018658	2.135458	1.457854	1.605388	2.951477	2.32466	2.5951	2.047666
3.208773	1.908757	2.219032	1.695467	1.018658	2.135458	1.480275	1.610566	3.059014	2.32466	2.5951	2.047666
3.214649	1.908757	2.219032	1.695467	1.018658	2.151804	1.580258	1.610566	3.062638	2.32466	2.5951	2.047666
3.214649	1.916909	2.219032	1.695467	1.018658	2.193567	1.606647	1.610566	3.062638	2.32466	2.5951	2.047666
3.214649	1.922458	2.219032	1.695467	1.018658	2.234184	1.606647	1.610566	3.062638	2.32466	2.5951	2.047666
3.214649	1.922458	2.219032	1.721359	1.018658	2.245648	1.606647	1.610566	3.062638	2.468682	2.5951	2.047666
3.214649	1.922458	2.219032	1.745945	1.018658	2.245648	1.606647	1.610566	3.062638	2.842309	2.5951	2.047666
3.214707	1.922458	2.219032	1.759257	1.018658	2.245648	1.606647	1.610566	3.062638	2.915439	2.5951	2.047666
3.219557	1.922458	2.219032	1.780429	1.018658	2.245648	1.606647	1.610566	3.062638	2.926731	2.5951	2.047666
3.220718	1.922458	2.219032	1.8016	1.018658	2.245648	1.606647	1.610566	3.062638	2.935253	2.5951	2.047666
3.220718	1.922458	2.219032	1.822772	1.018658	2.245648	1.606647	1.610566	3.062638	2.935253	2.5951	2.068466
3.220718	1.922458	2.219032	1.843943	1.032086	2.245648	1.607788	1.610566	3.062638	2.935369	2.5951	2.130486
3.220718	1.922458	2.220082	1.864214	1.055979	2.245648	1.610581	1.610566	3.062638	2.936743	2.5951	2.144356
3.220718	1.922458	2.311819	1.869526	1.058776	2.245648	1.610843	1.612452	3.062638	2.937792	2.5951	2.144356
3.220718	1.922458	2.413258	1.869526	1.058776	2.245648	1.615919	1.681607	3.062638	2.937805	2.5951	2.144356
3.220718	1.922458	2.416111	1.869526	1.066273	2.245648	1.639855	1.781401	3.062638	2.937805	2.5951	2.144356
3.220718	1.922458	2.416111	1.869526	1.095872	2.245648	1.660828	1.811194	3.062638	2.943562	2.5951	2.144356
3.220718	1.922458	2.416111	1.869526	1.118238	2.245648	1.667285	1.811194	3.063531	2.956552	2.5951	2.144356
3.220718	1.948865	2.416111	1.869526	1.144983	2.245648	1.747547	1.812162	3.067949	2.958725	2.5951	2.144356
3.220718	2.044755	2.416111	1.869526	1.162677	2.245648	1.786225	1.815811	3.067979	2.961838	2.5951	2.144356
3.220718	2.112059	2.416111	1.869526	1.162677	2.245739	1.786225	1.828988	3.067979	2.96271	2.5951	2.148236
3.220718	2.113952	2.416111	1.884785	1.176916	2.283528	1.786225	1.834036	3.067979	2.96271	2.5951	2.222296
3.220718	2.113952	2.416111	1.960929	1.180825	2.352192	1.786225	1.834036	3.067979	2.96271	2.598835	2.302456
3.220718	2.113952	2.416111	2.043398	1.183446	2.3973	1.786225	1.834036	3.067979	2.96271	2.603075	2.311396
3.221231	2.113952	2.416111	2.11733	1.190608	2.398312	1.786225	1.834036	3.067979	2.96271	2.603075	2.341846
3.222647	2.113952	2.420072	2.129578	1.266712	2.399129	1.786225	1.834036	3.067979	2.96271	2.603075	2.374176
3.222706	2.113952	2.529572	2.129579	1.298805	2.400388	1.786225	1.834815	3.067979	2.96271	2.603075	2.377446
3.222706	2.113952	2.67427	2.132819	1.298805	2.400388	1.786225	1.848678	3.067979	2.96271	2.603075	2.377446
3.222706	2.113952	2.703546	2.139114	1.298805	2.400388	1.786225	1.855962	3.067979	2.96516	2.603075	2.377446
3.222706	2.113952	2.703546	2.145408	1.298805	2.400388	1.786225	1.857665	3.067979	3.002278	2.603075	2.377446
3.222706	2.113952	2.703546	2.150767	1.298805	2.400388	1.786225	1.871672	3.067979	3.050629	2.603075	2.377446
3.222706	2.113952	2.703546	2.151419	1.298805	2.400388	1.786225	1.888123	3.067979	3.09898	2.603075	2.377446
3.230417	2.113952	2.703546	2.151419	1.298805	2.400388	1.786225	1.902871	3.067979	3.133291	2.603075	2.377446
3.271286	2.113952	2.703546	2.151419	1.298805	2.400388	1.786225	1.905314	3.067979	3.154751	2.603075	2.386146
3.279951	2.113952	2.703546	2.151419	1.298805	2.412657	1.786225	1.905314	3.067979	3.184506	2.603075	2.469856
3.279951	2.113952	2.703546	2.151419	1.298805	2.477506	1.786225	1.905314	3.067979	3.21426	2.603075	2.543326
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.067979	3.242345	2.603075	2.546776
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.067979	3.248925	2.603075	2.546776
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.067979	3.248925	2.603075	2.546776
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.073819	3.248925	2.603075	2.546776
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.546776
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.546776
3.279951	2.113952	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.546776
3.279951	2.120769	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.549126
3.279951	2.19999	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.558726
3.279951	2.252099	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.151419	1.298805	2.501201	1.786225	1.905314	3.082398	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.151419	1.298805	2.501201	1.786237	1.905314	3.082398	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.151419	1.298805	2.501201	1.794741	1.905314	3.082398	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.151419	1.298805	2.501201	1.799235	1.905314	3.082398	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.151419	1.298805	2.501201	1.831205	1.905314	3.082398	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.153169	1.298805	2.566255	1.847348	1.905314	3.092576	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.162799	1.298805	2.861967	1.847348	1.905314	3.151619	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.17187	1.298805	3.092612	1.847348	1.905314	3.160624	3.248925	2.603075	2.562266
3.279951	2.252139	2.703546	2.189574	1.298805	3.103708	1.847348	1.905314	3.160624	3.268327	2.603075	2.562266
3.279951	2.252139	2.703546	2.265376	1.298805	3.103708	1.847348	1.905314	3.160624	3.301043	2.603075	2.562266
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.905314	3.160624	3.304583	2.603075	2.562266
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.906117	3.160624	3.304583	2.603075	2.562266
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.91649	3.160624	3.304583	2.603075	2.562266
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.571416
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.620316
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.667946
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.675506
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.675506
3.279951	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.675896
3.281418	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.711226
3.285558	2.252139	2.703546	2.271885	1.298805	3.103708	1.847348	1.916633	3.160624	3.304583	2.603075	2.769306
3.285558	2.252139	2.703546	2.271885	1.298805	3.103708	1.853678	1.916633	3.160624	3.304583	2.603075	2.820456
3.285558	2.252139	2.703546	2.271885	1.298805	3.103708	1.85618	1.916633	3.160624	3.338602	2.603075	2.828056
3.285558	2.252139	2.703546	2.271885	1.298805	3.103708	1.85618	1.916633	3.160624	3.352274	2.603075	2.828056
3.285558	2.283337	2.703546	2.271885	1.298805	3.103708	1.85618	1.916633	3.161348	3.352274	2.603075	2.828056
3.285558	2.301659	2.703546	2.271885	1.298805	3.103708	1.85618	1.916633	3.181696	3.356779	2.603075	2.828056
3.285558	2.301803	2.703546	2.271885	1.298805	3.103708	1.85618	1.916633	3.193236	3.409134	2.603075	2.828056
3.285558	2.306544	2.703546	2.271885	1.298805	3.103708	1.85618	1.916633	3.193236	3.465376	2.603075	2.828056
3.285558	2.380044	2.703546	2.279053	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.828056
3.285558	2.401172	2.703546	2.287717	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.828056
3.285558	2.401685	2.73247	2.397494	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.828056
3.285558	2.409368	2.748976	2.58153	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.828456
3.285558	2.411164	2.748976	2.692405	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.854176
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.895086
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.936006
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	2.976916
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	3.007756
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.85618	1.916633	3.193236	3.472735	2.603075	3.009576
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.85978	1.916633	3.193236	3.472735	2.603075	3.009576
3.285558	2.411164	2.748976	2.693484	1.298805	3.103708	1.88697	1.916633	3.193236	3.472735	2.603075	3.009576
3.285558	2.411164	2.750729	2.693484	1.298805	3.103708	1.918441	1.916633	3.193236	3.472735	2.603075	3.009576
3.285558	2.411164	2.832145	2.693484	1.298805	3.103708	1.949845	1.916633	3.193236	3.472735	2.603075	3.009576
3.285558	2.411164	2.87386	2.693484	1.298805	3.103708	1.966969	1.916633	3.193236	3.472735	2.603075	3.009576
3.287391	2.411164	2.87386	2.693484	1.298805	3.439151	2.041797	1.916633	3.193236	3.472735	2.603075	3.009576
3.300622	2.411164	2.87386	2.693484	1.298805	3.717323	2.131631	1.916633	3.197076	3.472735	2.603075	3.009576
3.302468	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.238476	3.472735	2.603075	3.009576
3.324894	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.284435	3.472735	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.472735	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.495198	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.566013	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	2.87386	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.047721	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.298805	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.298816	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.326836	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.603075	3.009576
3.329591	2.411164	3.370605	2.693484	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.603636	3.009576
3.329591	2.411164	3.370605	2.693484	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.605548	3.009576
3.329591	2.411164	3.370605	2.693484	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.607517	3.009576
3.329591	2.411164	3.370605	2.706804	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.411164	3.370605	2.825872	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.411164	3.370605	2.832696	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.411164	3.370605	2.832696	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.435675	3.370605	2.832696	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.498529	3.370605	2.832696	1.335947	3.717323	2.143812	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.717323	2.143887	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.717323	2.158539	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.717323	2.231742	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.734055	2.281883	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.770021	2.281952	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.770459	2.281952	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.770459	2.281952	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.770785	2.281952	1.916633	3.292373	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.781995	2.285185	1.916633	3.320241	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.786783	2.286263	1.916633	3.395686	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.787358	2.286263	1.916633	3.438127	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.009576
3.329591	2.49891	3.370605	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.009576
3.329591	2.49891	3.377638	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.009576
3.329591	2.49891	3.452331	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.037436
3.329591	2.49891	3.495617	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.140296
3.329591	2.49891	3.495617	2.832696	1.335947	3.787358	2.286263	1.916633	3.438257	3.591851	2.60956	3.208186
3.329591	2.49891	3.495617	2.832696	1.395241	3.787358	2.286263	1.916633	3.438257	3.591851	2.609911	3.209316
3.329591	2.49891	3.495617	2.83386	1.540192	3.787358	2.286263	1.916633	3.438257	3.591851	2.618472	3.209316
3.329591	2.49891	3.495617	2.83572	1.583401	3.787358	2.286263	1.916633	3.438257	3.591851	2.628091	3.209316
3.359511	2.49891	3.495617	2.83572	1.583522	3.787358	2.286263	1.916633	3.438257	3.591851	2.630312	3.209316
3.373377	2.49891	3.495617	2.83572	1.595875	3.787358	2.286263	1.916633	3.438257	3.591851	2.648566	3.209316
3.373377	2.501722	3.495617	2.83572	1.600422	3.787358	2.325248	1.916633	3.438257	3.591851	2.669234	3.209316
3.373377	2.528455	3.495617	2.83572	1.600422	3.787358	2.379202	1.916633	3.438257	3.591851	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.916633	3.438257	3.591851	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.916633	3.440569	3.591851	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.924659	3.518054	3.591851	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.947058	3.63178	3.591851	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.947231	3.723294	3.591851	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.947231	3.73129	3.594797	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.947231	3.73129	3.62202	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.947231	3.73129	3.644243	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.380719	1.947231	3.73129	3.644905	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.392967	1.947231	3.73129	3.644905	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.46105	1.947231	3.73129	3.644905	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787358	2.535292	1.947231	3.73129	3.644905	2.672551	3.209316
3.373377	2.535199	3.495617	2.83572	1.600422	3.787781	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.377536	2.535199	3.501126	2.83572	1.600422	3.788428	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.387712	2.535199	3.514612	2.83572	1.600422	3.788428	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.388212	2.535199	3.514612	2.83572	1.600422	3.788428	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.388212	2.581851	3.514612	2.83572	1.600422	3.788428	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.388212	2.651544	3.514612	2.83572	1.600422	3.788428	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.600422	3.788428	2.563119	1.947231	3.73129	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.600422	3.788428	2.563119	1.947231	3.731512	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.643443	3.788428	2.563119	1.947231	3.735314	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.771733	3.788428	2.563119	1.949371	3.736295	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.856078	3.788428	2.563119	1.966424	3.736295	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	3.757346	3.644905	2.672551	3.209316
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	3.876761	3.646869	2.682984	3.209316
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	4.00865	3.655917	2.728727	3.209316
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	4.073502	3.655995	2.754088	3.308926
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	4.073502	3.655995	2.7541	3.580556
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	4.073502	3.655995	2.7541	3.798676
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.563119	1.967452	4.073502	3.655995	2.7541	3.816306
3.388212	2.651626	3.514612	2.83572	1.857715	3.788428	2.570171	1.967452	4.073502	3.655995	2.7541	3.816306
3.389981	2.651626	3.524669	2.83572	1.857715	3.788428	2.590596	1.967452	4.073502	3.655995	2.7541	3.816306
3.412578	2.651626	3.569974	2.83572	1.857715	3.788428	2.617415	1.970626	4.073502	3.655995	2.7541	3.816306
3.433875	2.663368	3.602529	2.83572	1.857715	3.788428	2.735003	1.972924	4.073502	3.655995	2.7541	3.816306
3.435037	2.696888	3.603417	2.83572	1.857715	3.788428	2.855528	1.972924	4.073502	3.655995	2.7541	3.816306
3.435037	2.696927	3.603417	2.83572	1.857715	3.788428	2.888993	1.972924	4.073502	3.655995	2.7541	3.816306
3.435037	2.696927	3.603417	2.83572	1.857715	3.788428	2.888993	1.972924	4.073502	3.655995	2.7541	3.816306
3.435037	2.696927	3.603417	2.835862	1.857715	3.788428	2.888993	1.972924	4.073502	3.698373	2.7541	3.816306
3.435037	2.696927	3.603417	2.886574	1.857715	3.788428	2.888993	1.972924	4.073502	3.811441	2.7541	3.816306
3.435037	2.696927	3.603417	2.918866	1.857715	3.788428	2.888993	1.972952	4.073502	3.904701	2.775301	3.816306
3.435037	3.113832	3.603417	2.918866	1.857715	3.788428	2.888993	1.992769	4.073502	3.913601	2.869094	3.816306
3.435037	3.593508	3.603417	2.918866	1.857715	3.788428	2.888993	1.999961	4.073502	3.913601	2.968943	3.816306
3.436791	3.593508	3.603417	2.918866	1.874233	3.788428	2.888993	1.999961	4.073597	3.913601	3.033705	3.816306
3.438158	3.593508	3.603417	2.918866	2.053027	3.788428	2.888993	2.028934	4.076253	3.913601	3.03501	3.816306
3.50687	3.593508	3.603417	2.918866	2.13705	3.788428	2.888993	2.091124	4.076493	3.913601	3.03501	3.816306
3.564992	3.593508	3.603417	2.918866	2.13705	3.788428	2.913605	2.123571	4.088885	3.913601	3.03501	3.816306
3.564992	3.593508	3.603417	2.918866	2.139785	3.806045	2.984203	2.123586	4.20817	3.913601	3.03501	3.816306
3.564992	3.593508	3.603417	2.918866	2.151569	3.883981	3.000853	2.123586	4.352079	3.913601	3.03501	3.816306
3.584465	3.593508	3.603417	2.918866	2.152141	3.966951	3.009083	2.137177	4.483991	3.917601	3.03501	3.816306
3.621337	3.595623	3.603417	2.918866	2.152141	4.031205	3.009123	2.251739	4.50918	3.929971	3.03501	3.816306
3.622213	3.603231	3.603417	2.918866	2.152141	4.035678	3.009123	2.291001	4.50918	3.997121	3.035742	3.816306
3.622213	3.608409	3.603417	2.939571	2.155923	4.035678	3.009123	2.291001	4.50918	4.081241	3.088322	3.816306
3.622213	3.608409	3.62894	3.040571	2.162718	4.035678	3.009123	2.291001	4.50918	4.157991	3.172723	3.816306
3.622213	3.608409	3.715802	3.042701	2.17888	4.035678	3.011923	2.291001	4.50918	4.172221	3.238648	3.816706
3.622213	3.608409	3.780278	3.047586	2.255298	4.035678	3.029653	2.306343	4.50918	4.172221	3.243479	3.820116
3.622213	3.608409	3.783114	3.055848	2.347709	4.035678	3.084843	2.367549	4.50918	4.172221	3.243479	3.820116
3.622332	3.608409	3.783114	3.065959	2.40087	4.038658	3.232473	2.514304	4.50918	4.172221	3.273405	3.820116
3.650404	3.608409	3.783114	3.076823	2.401153	4.069315	3.379163	2.564885	4.50918	4.172321	3.378662	3.820116
3.670796	3.608409	3.783114	3.09685	2.401153	4.082371	3.428363	2.564885	4.50918	4.193971	3.408588	3.865316
3.686247	3.608409	3.783114	3.116877	2.401153	4.185491	3.428363	2.564885	4.50918	4.232031	3.408588	3.989466
3.686247	3.608409	3.783114	3.131689	2.401153	4.237169	3.428363	2.564885	4.50918	4.270081	3.408588	4.077996
3.69304	3.608409	3.783114	3.132465	2.405185	4.237169	3.428363	2.564885	4.50918	4.308131	3.418215	4.081366
3.710775	3.608409	3.783114	3.132784	2.407454	4.237169	3.428363	2.564885	4.50918	4.346181	3.429517	4.081366
3.723332	3.608409	3.783114	3.139279	2.407454	4.252888	3.428363	2.564885	4.50918	4.375221	3.429517	4.081366
3.723798	3.608409	3.783114	3.148149	2.407454	4.31997	3.428463	2.564885	4.50918	4.377071	3.429517	4.081366
3.723798	3.608409	3.783114	3.157018	2.407454	4.322591	3.435563	2.565996	4.510129	4.379651	3.429517	4.081366
3.723798	3.608409	3.783114	3.165887	2.408387	4.322591	3.463153	2.634453	4.588862	4.383981	3.440592	4.081366
3.723798	3.608409	3.783114	3.174325	2.530466	4.322591	3.526363	2.655888	4.717036	4.384331	3.466028	4.081366
3.723798	3.608409	3.783114	3.176878	2.628785	4.322591	3.580793	2.655888	4.830342	4.384331	3.467095	4.081366
3.729025	3.608411	3.783978	3.179009	2.629157	4.322591	3.589173	2.655888	4.847559	4.384331	3.560319	4.081366
3.763422	3.63186	3.79417	3.181292	2.629667	4.369893	3.924313	2.655888	4.847559	4.384331	3.651736	4.081366
3.802331	3.636838	3.806901	3.182423	2.63169	4.487346	4.196963	2.655888	4.847559	4.385621	3.652576	4.085006
3.841241	3.674352	3.819533	3.185742	2.640671	4.538087	4.196963	2.655888	4.847559	4.470171	3.652576	4.140136
3.87303	3.805141	3.824407	3.19032	2.651815	4.657146	4.196963	2.655888	4.847559	4.604641	3.678226	4.211946
3.879487	3.886182	3.824407	3.194444	2.680141	4.666749	4.196963	2.655888	4.847559	4.733771	3.707336	4.280696
3.897029	3.886927	3.824407	3.195149	2.707065	4.666749	4.197003	2.674596	4.847559	4.768461	3.707336	4.298716
3.897903	3.886927	3.824407	3.195149	2.720528	4.666749	4.219733	3.18308	4.848231	4.768461	3.707336	4.298716
3.897903	3.886927	3.824407	3.195149	2.871612	4.666749	4.220633	3.249257	4.856038	4.768461	3.707336	4.298716
3.897903	3.886927	3.824407	3.195149	2.997092	4.666749	4.220633	3.249257	4.863528	4.768461	3.707336	4.298716
3.902726	3.886927	3.824407	3.195149	2.998604	4.666749	4.220633	3.249257	4.864031	4.768461	3.707336	4.298716
3.934467	3.886927	3.828559	3.195149	2.998604	4.666749	4.220633	3.249257	4.864031	4.768461	3.707336	4.298716
