HLF+/+ ND				HLF+/- ND				HLF+/+ HFD				HLF+/- HFD			
0.029213	0.029214	0.079864	0.029211	0.036139	0.046998	0.060969	0.058258	0.04414	0.046164	0.049016	0.047146	0.064002	0.042421	0.048466	0.054061
0.028419	0.02825	0.068562	0.030475	0.032418	0.055717	0.060193	0.051051	0.042924	0.04757	0.041821	0.038575	0.046316	0.042043	0.051449	0.068555
0.027405	0.028758	0.067513	0.031336	0.030069	0.051678	0.068055	0.041642	0.033618	0.043343	0.034267	0.029236	0.051978	0.048044	0.048314	0.064341
0.029685	0.031827	0.060744	0.032372	0.031027	0.043898	0.056965	0.038244	0.027102	0.042524	0.032694	0.032518	0.052236	0.042261	0.04624	0.057077
0.025449	0.027871	0.05169	0.041509	0.0318	0.035353	0.062931	0.04982	0.025037	0.041702	0.036406	0.031465	0.045008	0.037736	0.044806	0.062988
0.047918	0.030734	0.06188	0.042183	0.040526	0.039364	0.057908	0.053586	0.026053	0.04733	0.038368	0.032431	0.040188	0.037207	0.039214	0.066678
0.051322	0.035645	0.051768	0.029269	0.03578	0.034574	0.049331	0.033886	0.028022	0.037056	0.034757	0.027025	0.03961	0.038195	0.046169	0.061673
0.058131	0.046081	0.050918	0.02806	0.029524	0.030218	0.046103	0.035964	0.026378	0.039353	0.035435	0.031378	0.038249	0.036822	0.048865	0.060847
0.057759	0.046036	0.048755	0.027711	0.030601	0.032077	0.033148	0.043503	0.025355	0.036021	0.029486	0.030637	0.029389	0.03663	0.041088	0.059147
0.05778	0.052541	0.047211	0.031584	0.028552	0.032074	0.035058	0.04134	0.030644	0.0373	0.029472	0.028222	0.029863	0.033571	0.042617	0.061054
0.041855	0.04707	0.054218	0.031195	0.041999	0.033047	0.030079	0.03865	0.029347	0.034176	0.030024	0.025525	0.035549	0.036382	0.042474	0.057313
0.047461	0.054991	0.068026	0.033022	0.032625	0.032812	0.030463	0.05027	0.041567	0.036848	0.037642	0.023451	0.028836	0.03659	0.046429	0.05089
0.037674	0.049461	0.067626	0.031842	0.031254	0.029483	0.029699	0.064576	0.033587	0.034691	0.030338	0.032066	0.033543	0.038487	0.040564	0.046512
0.031816	0.045451	0.059007	0.031341	0.032012	0.028917	0.031067	0.062481	0.030202	0.03186	0.030646	0.031885	0.029537	0.0342	0.045229	0.04744
0.025376	0.045087	0.060877	0.034905	0.030941	0.029453	0.033892	0.055514	0.027302	0.030166	0.032095	0.031014	0.031564	0.030796	0.036007	0.047164
