HLF+/+fEVs				HLF+/-fEVs			
9979.235373	9932.820325	10313.9123	9774.032002	9739.83144	8855.502626	9627.458165	
10067.17968	9989.006962	10497.1396	9930.377428	9839.990228	9094.906559	9898.619763	
10269.94015	10274.82694	10585.0739	9984.121168	10142.90949	9331.867595	9881.519482	
10282.15464	10328.56868	10704.77586	10194.21033	10374.95473	9432.026383	9859.533407	
10360.32735	10418.95688	10765.8483	10257.72566	10477.58642	9649.444241	9923.048736	
10563.08282	10377.42763	10785.39147	10326.12679	10631.48895	9832.661637	9864.419201	
10558.21203	10541.10175	10836.69232	10426.28657	10792.72017	9991.44986	9818.004153	
10621.71746	10541.10375	10931.96531	10431.17137	10909.97924	9967.020887	9949.920606	
10702.33297	10624.16025	10953.95139	10460.48614	10927.07952	10150.23818	9876.633688	
10741.41932	10599.73228	10988.15195	10497.1296	10980.82326	10164.89557	9898.619663	
10746.30512	10633.93184	11024.79541	10580.1881	11019.90961	10316.3552	9835.104434	
10731.64773	10658.36182	11159.15476	10563.08782	11046.78148	10321.24099	9835.104734	
10682.78979	10734.09063	11142.05448	10629.04605	11041.89569	10426.28557	9832.661537	
10748.74812	10716.99035	11159.15456	10599.73128	11139.61158	10335.89848	9871.747893	
10800.04886	10714.54745	11124.9542	10692.56138	11127.39709	10365.21324	9893.733968	
10782.94858	10685.23269	11286.18542	10641.26053	11078.53915	10362.77025	9947.477709	
10822.03493	10768.29119	11173.81214	10621.71736	11156.71186	10352.99866	9861.976304	
10829.36363	10778.06278	11122.5113	10602.17418	11154.26896	10335.89838	9874.19079	
10790.27727	10780.50568	11195.79822	10570.41661	11115.18261	10348.11386	9937.706119	
10809.82045	10804.93465	11117.6255	10558.20203	11129.83999	10370.09894	9893.73368	
10760.9625	10880.66447	11029.6812	10638.81754	11112.73971	10365.21314	9844.876023	
10712.10456	10809.82045	11024.79241	10658.36082	11127.39719	10374.98473	9815.561256	
10716.99032	10785.39145	11107.85341	10567.97362	11110.29681	10296.81202	9832.661737	
10773.17679	10773.17699	11115.18241	10570.41651	11107.85391	10272.38305	9844.877023	
10726.76194	10707.21876	11137.16868	10626.60315	11093.19653	10348.11286	9830.218639	
10743.86222	10758.5196	11112.73951	10565.53172	11115.18262	10328.56968	9796.018077	
10734.09073	10748.74802	11139.61258	10553.31923	11129.83989	10289.48333	9813.118358	
10758.5196	10697.44717	11063.88176	10565.53072	11154.16896	10274.82664	9783.803591	
10719.43325	10690.11848	11049.22438	10638.81764	11105.41102	10225.978	9835.104444	
10692.56128	10685.23469	11068.76756	10577.74521	11088.31074	10225.968	9832.661547	
10655.91792	10724.31904	11112.73981	10553.3123	11015.02382	10274.82594	9832.661647	
