	CON fEVs			GW6471 fEVs				
F	0.501059	0.532976	0.436437	0.394337	0.376574	0.275622		
	CON fEVs				GW6471 fEVs			
G	91440.42	61689.79	61939.92	72783.15	58269.12	49946.73	60493.66	52619.83
H	3411.987	3169.568	3354.745	3145.335	2892.667	2977.601	2987.684	2996.662
I	0.042351	0.043338	0.041647	0.044182	0.047065	0.048146	0.044718	0.044571
J	0.688889	0.81638	0.8219	0.812589	0.915829	0.838631	0.91875	0.848561
K	99.54608565	117.7578084	100.6051464	94.94344412	72.39634417	77.1487693	71.14333073	69.68287088
