HLF+/+HFD			HLF-/-HFD		
1.953647	1.894461	2.44835	2.387769	2.238587	2.255642
1.953647	1.894461	2.44835	2.387769	2.238843	2.255642
1.953647	1.894461	2.44835	2.387769	2.339152	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.387769	2.354031	2.255642
1.953647	1.894461	2.44835	2.402629	2.354031	2.255642
1.953647	1.894461	2.44835	2.480425	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.480722	2.354031	2.255642
1.953647	1.894461	2.44835	2.49215	2.354031	2.255642
1.999744	1.894461	2.44835	2.543538	2.357331	2.255642
2.009523	1.894461	2.44835	2.553155	2.403502	2.255642
2.009523	1.894461	2.44835	2.553155	2.405515	2.255642
2.009523	1.894461	2.44835	2.553155	2.405515	2.255642
2.009523	1.894461	2.473176	2.553155	2.405515	2.255642
2.009523	1.894461	2.578139	2.553155	2.405515	2.323614
2.009523	1.894461	2.602708	2.553155	2.405515	2.343347
2.058237	1.894461	2.602708	2.553155	2.405515	2.343347
2.096255	1.894461	2.602708	2.553155	2.405515	2.343347
2.096255	1.894461	2.602708	2.553155	2.405515	2.343347
2.096255	1.894461	2.602708	2.553155	2.466176	2.343347
2.096255	1.894461	2.602708	2.553155	2.510103	2.343347
2.096255	1.894461	2.602708	2.553155	2.510103	2.343347
2.096255	1.907443	2.602708	2.553155	2.510103	2.343347
