HLF+/+HFD			HLF-/-HFD		
0.638636	0.706246	0.700138	0.745495	0.801489	0.707209
0.634247	0.690088	0.693829	0.735591	0.794077	0.701507
0.620961	0.696317	0.679998	0.765229	0.743504	0.68332
0.627545	0.695686	0.676478	0.736292	0.718599	0.714148
0.631715	0.696118	0.671712	0.749789	0.704556	0.748567
0.65014	0.67792	0.672816	0.756875	0.737617	0.758155
0.65628	0.68066	0.689144	0.747845	0.744348	0.731064
0.655739	0.6946	0.685498	0.776912	0.746876	0.720452
0.669453	0.653296	0.603339	0.726179	0.715581	0.691981
0.69536	0.680603	0.645726	0.716305	0.696216	0.679049
0.693359	0.681915	0.66848	0.708119	0.70742	0.742345
0.702748	0.682283	0.712891	0.75278	0.722977	0.761047
0.692309	0.731573	0.729942	0.76669	0.711906	0.761207
0.691298	0.724293	0.71249	0.760444	0.713789	0.724061
0.713608	0.717082	0.721953	0.765607	0.730785	0.77566
0.704276	0.720473	0.74299	0.759039	0.725327	0.780435
0.720533	0.719956	0.728977	0.768435	0.697669	0.761305
0.739964	0.731588	0.685486	0.737027	0.729093	0.751795
0.736789	0.739551	0.668842	0.726744	0.791541	0.79483
0.734838	0.743164	0.659312	0.747525	0.810337	0.778548
0.742523	0.71957	0.634463	0.784477	0.756307	0.757678
0.727726	0.736425	0.68163	0.75759	0.750794	0.764864
0.723871	0.759161	0.666701	0.719382	0.736344	0.785778
0.680902	0.723912	0.666551	0.734173	0.699864	0.757396
0.711476	0.694631	0.687034	0.76147	0.709683	0.751002
0.710335	0.717597	0.708171	0.762227	0.721267	0.757424
0.694652	0.726321	0.726279	0.788294	0.69933	0.7897
0.673749	0.718707	0.702174	0.75041	0.714292	0.788167
0.682859	0.702479	0.688533	0.718182	0.735726	0.735244
0.708761	0.691432	0.682236	0.70112	0.729959	0.711709
0.64991	0.670692	0.67619	0.720795	0.760231	0.711181
0.658704	0.693201	0.662938	0.740396	0.741807	0.697224
0.654519	0.691654	0.65725	0.716514	0.762445	0.674035
0.662425	0.68856	0.676754	0.744292	0.787179	0.717274
0.64078	0.688407	0.657353	0.765693	0.762842	0.782673
0.640759	0.688367	0.676187	0.747463	0.7555	0.782315
0.636895	0.67254	0.678475	0.742389	0.766834	0.787734
0.639975	0.670017	0.653617	0.665963	0.784228	0.740689
0.640361	0.667443	0.683434	0.690663	0.775266	0.743756
0.657177	0.680974	0.727337	0.723146	0.781619	0.764139
0.668317	0.680593	0.710854	0.690792	0.778471	0.763599
0.65993	0.688225	0.687232	0.698161	0.779271	0.774853
0.653209	0.656796	0.69761	0.72449	0.797754	0.770018
0.650735	0.711577	0.739339	0.759118	0.812859	0.80724
0.648666	0.721932	0.743801	0.796115	0.79674	0.801542
0.644441	0.699181	0.776818	0.817035	0.790044	0.785261
0.651123	0.705561	0.759556	0.828317	0.770435	0.773587
0.643291	0.710131	0.761865	0.77365	0.745742	0.749781
0.651454	0.734025	0.787129	0.799788	0.709922	0.764751
0.662389	0.730646	0.733729	0.795766	0.707078	0.761892
0.636852	0.732009	0.701379	0.784414	0.696044	0.766478
0.631562	0.701237	0.816313	0.844478	0.675271	0.775683
0.537626	0.667954	0.689643	0.746435	0.644142	0.727712
0.629174	0.742706	0.716618	0.76514	0.76833	0.750233
0.642892	0.750949	0.775997	0.802693	0.781119	0.747294
0.645401	0.74993	0.769252	0.797328	0.737601	0.719266
0.634509	0.760254	0.785902	0.798948	0.727869	0.75676
0.636322	0.745419	0.792126	0.75545	0.75514	0.78171
0.660647	0.731701	0.806844	0.813293	0.793796	0.76584
0.643276	0.743962	0.774902	0.816749	0.790608	0.777162
0.622856	0.760897	0.775318	0.807157	0.79022	0.778612
0.627183	0.787608	0.777303	0.788695	0.808313	0.762062
0.631795	0.772338	0.758833	0.800923	0.787401	0.785376
0.620526	0.77152	0.770248	0.780655	0.767921	0.798379
0.649952	0.780554	0.788943	0.82679	0.743757	0.805083
0.65626	0.742555	0.775446	0.824344	0.753655	0.7947
0.668001	0.738868	0.754745	0.806408	0.736014	0.762408
0.626865	0.754861	0.758631	0.787434	0.761971	0.779454
0.654503	0.744739	0.732353	0.747974	0.756305	0.766063
0.633109	0.797433	0.733326	0.752821	0.756293	0.781763
0.679186	0.75042	0.723513	0.782446	0.753922	0.77694
0.698804	0.751585	0.725514	0.778879	0.745342	0.759793
0.715873	0.752984	0.705473	0.747814	0.756334	0.753427
0.703461	0.766857	0.76528	0.795296	0.788015	0.766942
0.687564	0.749367	0.77084	0.792914	0.787026	0.783237
0.679266	0.731152	0.771694	0.760535	0.811215	0.771213
0.612722	0.690171	0.955156	0.867631	0.85121	0.856449
0.708447	0.78767	0.604438	0.811496	0.721359	0.720087
0.70033	0.816618	0.804259	0.834573	0.762946	0.708193
0.668968	0.783566	0.800066	0.823	0.828188	0.766602
0.656537	0.805476	0.796243	0.817394	0.785514	0.807034
