HLF+/+HFD			HLF-/-HFD		
0.648686	0.805244	0.773765	0.835741	0.780709	0.799789
0.676229	0.814225	0.783535	0.823806	0.791405	0.786341
0.674958	0.793597	0.756122	0.828536	0.761669	0.76539
0.692247	0.803808	0.781681	0.8476	0.764474	0.774651
0.703072	0.758625	0.743826	0.829637	0.809075	0.784661
0.71816	0.773096	0.756258	0.819259	0.839059	0.808256
0.742303	0.789021	0.757421	0.814083	0.754423	0.822371
0.744618	0.793128	0.760276	0.820061	0.740923	0.789538
0.74468	0.79692	0.763084	0.841268	0.732438	0.775854
0.738565	0.796748	0.775181	0.819511	0.718739	0.766421
0.733156	0.794484	0.760987	0.817216	0.773109	0.786117
0.727873	0.79243	0.769327	0.822448	0.796912	0.798614
0.701492	0.795419	0.752848	0.81541	0.801484	0.800047
0.683375	0.805948	0.737374	0.810809	0.789139	0.76416
0.716166	0.806905	0.733071	0.805697	0.758077	0.76282
0.733816	0.805473	0.718582	0.807291	0.765421	0.750024
0.736273	0.818682	0.727895	0.817346	0.750269	0.750744
0.748208	0.805917	0.732442	0.794572	0.796921	0.774811
0.753396	0.757798	0.710509	0.81901	0.747058	0.778834
0.757778	0.734446	0.729004	0.840352	0.777867	0.77521
0.714058	0.737879	0.717113	0.836628	0.792078	0.795313
0.716586	0.747253	0.732206	0.810978	0.783102	0.751113
0.707939	0.737673	0.735569	0.796644	0.746548	0.757502
0.701113	0.763599	0.768792	0.804409	0.756284	0.755675
0.710573	0.760172	0.776983	0.810264	0.71561	0.701914
0.714512	0.745763	0.758311	0.804018	0.689318	0.688016
0.698849	0.757558	0.753555	0.770234	0.686634	0.695494
0.696993	0.738927	0.713653	0.749362	0.708167	0.671008
0.543047	0.733788	0.893608	0.788598	0.710086	0.634071
0.655964	0.839868	0.706563	0.778338	0.703172	0.715773
0.690217	0.759058	0.740927	0.798333	0.68955	0.765532
0.623641	0.790148	0.693469	0.665424	0.740568	0.647556
0.615324	0.727519	0.835127	0.736857	0.717151	0.681142
0.61956	0.812651	0.623244	0.601996	0.602526	0.73328
0.709115	0.67166	0.61976	0.717789	0.712132	0.719074
0.685723	0.758316	0.726938	0.851507	0.732635	0.773139
0.6473	0.720128	0.76472	0.771539	0.722489	0.784839
0.63182	0.743199	0.733723	0.776366	0.709209	0.779954
0.666725	0.746954	0.73485	0.749752	0.734507	0.784831
0.691191	0.759169	0.754679	0.758063	0.735528	0.76239
0.680807	0.77859	0.767265	0.745756	0.763007	0.768543
0.669704	0.771055	0.75103	0.75049	0.749822	0.744503
0.654318	0.776863	0.708695	0.765969	0.790299	0.722353
0.669512	0.806703	0.701964	0.750675	0.799601	0.724219
0.660803	0.763548	0.700734	0.747179	0.780115	0.753485
0.681787	0.782469	0.70611	0.761041	0.763921	0.686935
0.66913	0.767776	0.723852	0.741906	0.778774	0.715335
0.642468	0.737447	0.743786	0.782301	0.763122	0.73206
0.629027	0.726463	0.74298	0.759252	0.761533	0.710102
0.652061	0.742382	0.727085	0.75538	0.781573	0.723034
0.67007	0.735195	0.710717	0.721787	0.779808	0.725352
0.666755	0.728735	0.702953	0.736886	0.766135	0.783994
0.655606	0.708029	0.701865	0.716606	0.770352	0.782967
0.659359	0.724386	0.704086	0.715489	0.727316	0.76554
0.633421	0.733959	0.693716	0.70672	0.746614	0.763743
0.644736	0.71226	0.695852	0.698824	0.717128	0.754854
0.677355	0.709689	0.697934	0.686521	0.686889	0.749503
0.668446	0.722676	0.667089	0.69198	0.667554	0.749356
0.661753	0.739796	0.675053	0.687135	0.68297	0.773656
0.678437	0.723292	0.708725	0.687742	0.673725	0.727343
0.704083	0.718636	0.735993	0.742703	0.680201	0.740192
0.710785	0.734052	0.717227	0.782192	0.673026	0.729028
0.706688	0.75517	0.734456	0.749901	0.657355	0.773483
0.682267	0.745583	0.704993	0.751033	0.686932	0.684113
0.733923	0.711898	0.680678	0.779699	0.712462	0.727162
0.700263	0.722149	0.717276	0.818292	0.696922	0.744053
0.658361	0.728579	0.748918	0.790039	0.691452	0.760768
0.654613	0.726638	0.746242	0.77934	0.689654	0.760947
0.644462	0.719083	0.720026	0.749894	0.694872	0.745808
0.666685	0.736468	0.708036	0.741994	0.742924	0.735045
0.652933	0.730176	0.717281	0.729017	0.743051	0.732713
0.660201	0.734432	0.735547	0.69492	0.702825	0.737461
0.681988	0.740277	0.766612	0.710338	0.69174	0.751068
0.671377	0.741819	0.745333	0.690943	0.679939	0.725743
0.654601	0.729396	0.724778	0.691401	0.676973	0.741224
0.659662	0.726741	0.738163	0.686363	0.665544	0.722772
0.664632	0.760901	0.748774	0.690714	0.688792	0.740676
0.662965	0.766705	0.730719	0.699903	0.689012	0.732932
0.649055	0.728886	0.75669	0.721207	0.731226	0.735699
0.649454	0.746966	0.786744	0.726459	0.730652	0.723068
0.651864	0.741053	0.752701	0.742925	0.712382	0.740077
0.63936	0.733076	0.771329	0.753791	0.72876	0.733564
0.636238	0.731826	0.755167	0.773842	0.784296	0.747417
0.65261	0.733285	0.765577	0.812556	0.792651	0.774664
0.652235	0.719222	0.770685	0.794483	0.741062	0.776204
0.633784	0.718041	0.757017	0.787216	0.742871	0.751005
0.639313	0.729826	0.741305	0.769487	0.754417	0.749395
0.664539	0.718296	0.699297	0.754268	0.760481	0.750975
0.671168	0.715364	0.728977	0.750561	0.758567	0.745618
0.666073	0.707622	0.740362	0.755691	0.741368	0.772953
0.655079	0.708352	0.747505	0.747619	0.741399	0.781419
0.669345	0.708987	0.71774	0.766078	0.725112	0.754726
0.676196	0.71876	0.702361	0.704674	0.689507	0.743942
0.695973	0.709378	0.699778	0.706777	0.695607	0.741893
0.719638	0.737164	0.695129	0.733023	0.70526	0.728513
0.736994	0.729355	0.677107	0.714565	0.700349	0.720769
0.692154	0.747849	0.698019	0.703174	0.702908	0.726307
0.696422	0.762345	0.728228	0.704001	0.684676	0.720218
0.676509	0.760652	0.73679	0.710562	0.694681	0.708563
0.65386	0.717418	0.731634	0.699999	0.678979	0.75958
0.66958	0.703789	0.717167	0.669778	0.66646	0.755571
0.646545	0.729939	0.721129	0.671352	0.661973	0.719215
0.664896	0.750309	0.736761	0.677947	0.643777	0.728263
0.656745	0.767768	0.750742	0.732363	0.682762	0.751419
0.642312	0.760618	0.734279	0.6991	0.680911	0.721965
0.666471	0.749827	0.778581	0.694655	0.701458	0.749748
0.688034	0.751934	0.784062	0.70782	0.722128	0.720349
0.712196	0.748269	0.759462	0.745	0.731718	0.715062
0.686275	0.722881	0.750949	0.715144	0.701358	0.704146
0.664706	0.701481	0.745562	0.695042	0.697496	0.705853
0.638887	0.697331	0.752646	0.762256	0.723065	0.718319
0.616661	0.702828	0.704194	0.700314	0.732467	0.716777
0.658424	0.710988	0.767949	0.726796	0.74018	0.716677
0.668294	0.709418	0.783926	0.725851	0.769619	0.700996
0.664817	0.698794	0.746627	0.71519	0.765969	0.707993
