HLF+/+HFD			HLF-/-HFD		
0.029421	0.030455	0.03047	0.035194	0.034187	0.057446
0.03655	0.030827	0.029534	0.046163	0.039749	0.057478
0.033106	0.029147	0.031374	0.037673	0.034024	0.057673
0.038043	0.026994	0.026286	0.036495	0.030475	0.051901
0.03103	0.028525	0.032205	0.042919	0.030364	0.051901
0.03307	0.029048	0.037544	0.035388	0.03551	0.05289
0.032539	0.029464	0.031143	0.032916	0.0391	0.049204
0.029025	0.028381	0.030437	0.031778	0.039279	0.050626
0.022412	0.028287	0.028623	0.047601	0.034977	0.058726
0.023656	0.027353	0.026115	0.039708	0.036647	0.053834
0.024725	0.027786	0.026155	0.033228	0.033176	0.050952
0.026267	0.027783	0.027082	0.037423	0.040018	0.062322
0.026751	0.027432	0.032184	0.045035	0.041114	0.06835
0.025527	0.029097	0.034175	0.052747	0.038075	0.066625
0.026678	0.028337	0.035511	0.051868	0.031976	0.073513
0.023046	0.030301	0.025698	0.049867	0.036411	0.06756
0.020269	0.035494	0.028063	0.046534	0.039742	0.058441
0.022279	0.033787	0.028446	0.041096	0.040314	0.055526
0.023558	0.03168	0.026895	0.04177	0.038023	0.06083
0.023525	0.029702	0.028434	0.037021	0.038119	0.064917
0.023925	0.025367	0.026994	0.033487	0.04017	0.065796
0.025759	0.029836	0.034001	0.043459	0.036974	0.06411
0.026226	0.034161	0.049476	0.039799	0.038849	0.057763
0.025403	0.027524	0.049809	0.036227	0.0401	0.050355
0.025254	0.028947	0.042788	0.039784	0.040855	0.050983
0.024413	0.030237	0.048736	0.042169	0.03664	0.052097
0.02705	0.035248	0.039503	0.046141	0.038861	0.053939
0.025164	0.038535	0.038843	0.044868	0.034846	0.054734
0.023681	0.036485	0.037663	0.059345	0.03699	0.054239
0.024292	0.038391	0.040993	0.040796	0.042126	0.051511
0.024587	0.048845	0.040836	0.034172	0.038176	0.052265
0.0266	0.046218	0.039886	0.03808	0.038212	0.056663
0.022643	0.042235	0.037648	0.03729	0.035666	0.052859
0.027209	0.048071	0.041866	0.043964	0.037412	0.051697
0.034079	0.04383	0.040425	0.042692	0.038835	0.047502
0.037657	0.04627	0.033813	0.038729	0.035823	0.050571
0.037385	0.042921	0.031928	0.035563	0.035313	0.061912
0.036776	0.041947	0.033612	0.032521	0.032447	0.067452
0.039197	0.041945	0.034401	0.033551	0.040307	0.070264
0.040481	0.042062	0.031282	0.045762	0.049843	0.073322
0.036196	0.040629	0.029694	0.039278	0.043245	0.075692
0.031224	0.045648	0.03654	0.043575	0.044729	0.073803
0.035581	0.042591	0.039259	0.042997	0.044136	0.074147
0.034151	0.042392	0.043077	0.046993	0.040118	0.067123
0.031494	0.043459	0.036796	0.05313	0.042295	0.070311
0.028209	0.044244	0.04043	0.043534	0.033324	0.067383
0.026315	0.047804	0.040949	0.043603	0.033235	0.068729
0.025268	0.037587	0.038055	0.04093	0.033808	0.072046
0.026277	0.03177	0.041463	0.039502	0.031421	0.07172
0.023508	0.030885	0.03707	0.052261	0.035502	0.07983
0.024277	0.032323	0.040573	0.044718	0.032853	0.070655
0.026522	0.037078	0.038245	0.037595	0.035424	0.071224
0.029451	0.029923	0.02818	0.044873	0.037544	0.065952
0.025826	0.031849	0.030993	0.051686	0.038437	0.067155
0.025242	0.032401	0.03261	0.05078	0.039642	0.068308
0.024661	0.032714	0.030892	0.043897	0.035173	0.061751
0.025643	0.029027	0.032118	0.033625	0.035164	0.060437
0.024811	0.031032	0.029878	0.04631	0.029207	0.059839
0.025249	0.032289	0.034159	0.062363	0.038482	0.059776
0.026493	0.032039	0.02853	0.047608	0.036146	0.056109
0.027378	0.03223	0.027415	0.049703	0.039144	0.058269
0.02364	0.0327	0.033381	0.048625	0.033858	0.05687
0.023335	0.032936	0.030313	0.051631	0.034795	0.056395
0.022737	0.033556	0.028683	0.058743	0.033192	0.057826
0.023395	0.032592	0.028032	0.042994	0.034839	0.07404
0.0239	0.031501	0.028485	0.03711	0.039492	0.077805
0.025493	0.030104	0.028024	0.051611	0.041553	0.079334
0.025866	0.030001	0.032624	0.034871	0.041978	0.083428
0.025216	0.033521	0.034745	0.037507	0.041897	0.083255
0.029786	0.027358	0.026997	0.04016	0.037633	0.079144
0.033153	0.031079	0.024229	0.039549	0.038897	0.083703
0.03388	0.031635	0.024108	0.036058	0.037425	0.082026
0.036884	0.032684	0.031823	0.045333	0.044211	0.078505
0.03187	0.040697	0.035985	0.052309	0.040997	0.071757
0.025943	0.04162	0.036199	0.051313	0.037816	0.069785
0.026724	0.041544	0.034174	0.049318	0.040052	0.067581
0.026673	0.04431	0.038009	0.053563	0.043983	0.063068
0.029788	0.039462	0.036655	0.049121	0.039396	0.0574
0.033458	0.038807	0.02824	0.052996	0.038677	0.053673
0.038181	0.032474	0.028025	0.055606	0.042229	0.054782
0.035027	0.03037	0.031076	0.050559	0.039517	0.053597
0.035265	0.032232	0.032858	0.047179	0.036138	0.059698
0.03327	0.033246	0.031179	0.047381	0.041356	0.063399
0.031704	0.0339	0.026069	0.053558	0.044244	0.061803
0.024641	0.033298	0.027694	0.045106	0.034274	0.062897
0.031061	0.032021	0.031034	0.052067	0.035676	0.05868
0.029433	0.032057	0.033588	0.03958	0.036426	0.074494
0.028141	0.030747	0.031985	0.051271	0.043535	0.075937
0.027881	0.03171	0.029259	0.045193	0.04458	0.0762
0.029746	0.034256	0.029081	0.046026	0.039634	0.075663
0.031364	0.032341	0.028351	0.03829	0.039619	0.078106
0.023724	0.028483	0.029621	0.043415	0.040323	0.074843
0.025274	0.030485	0.03235	0.040495	0.037144	0.069915
0.025499	0.034581	0.028762	0.047359	0.035567	0.069477
0.026484	0.032022	0.027582	0.046303	0.036843	0.065135
0.025162	0.034841	0.028694	0.052832	0.039316	0.073302
0.025612	0.034077	0.027675	0.046433	0.046187	0.076725
0.026209	0.031713	0.030248	0.042536	0.052678	0.067745
0.026013	0.031948	0.026154	0.047248	0.039708	0.061987
0.025648	0.032519	0.034438	0.043937	0.043092	0.066237
0.027106	0.033139	0.042095	0.050135	0.043657	0.063723
0.029261	0.036136	0.035428	0.042628	0.04471	0.065999
0.028439	0.032945	0.033199	0.050495	0.043785	0.062201
0.027836	0.032081	0.037627	0.053473	0.040212	0.063642
0.026301	0.03549	0.044464	0.050452	0.037356	0.062305
0.025847	0.041881	0.0436	0.054923	0.050256	0.063176
0.028163	0.037029	0.046459	0.065918	0.052872	0.060174
0.025805	0.037115	0.044194	0.053398	0.051224	0.057145
0.025526	0.035414	0.033624	0.043536	0.044105	0.059123
0.026374	0.033862	0.04144	0.041885	0.042165	0.055161
0.02732	0.033469	0.034127	0.043487	0.045236	0.053867
0.024957	0.034569	0.035511	0.045159	0.051234	0.052638
0.025413	0.036576	0.033373	0.046826	0.067754	0.059438
