0.743557	0.827887	0.805079	0.806883	0.811318	0.840076	0.808962	0.843357	0.767873	0.789723	0.88781	0.907339	0.855674
0.763771	0.840469	0.803781	0.80374	0.796206	0.855468	0.799223	0.858356	0.751255	0.787481	0.853438	0.919877	0.830204
0.770977	0.833442	0.788243	0.773126	0.810255	0.833394	0.807851	0.864981	0.76659	0.822409	0.82802	0.945519	0.83626
0.758368	0.814044	0.818818	0.799769	0.823555	0.870106	0.803077	0.854563	0.756707	0.82942	0.849896	0.93061	0.815028
0.766046	0.827822	0.813797	0.802127	0.814305	0.889542	0.795364	0.83589	0.76261	0.807599	0.845198	0.913106	0.859493
0.767806	0.814188	0.834119	0.775679	0.803186	0.821248	0.813301	0.835652	0.802594	0.81118	0.805205	0.904065	0.860248
0.754651	0.788211	0.832104	0.757885	0.792895	0.825496	0.796334	0.863541	0.853238	0.832828	0.842738	0.935159	0.854926
0.751363	0.771995	0.824765	0.752516	0.843382	0.883075	0.772997	0.865469	0.837968	0.805289	0.876188	0.919347	0.829304
0.749208	0.797589	0.82797	0.737986	0.819155	0.870503	0.776149	0.880672	0.825544	0.819733	0.847894	0.981291	0.813591
0.747071	0.78189	0.832713	0.769142	0.820945	0.847593	0.749743	0.838385	0.792682	0.803538	0.837146	0.97952	0.796936
0.804826	0.837392	0.822461	0.734992	0.772117	0.854494	0.762517	0.85536	0.807713	0.822974	0.851098	0.969933	0.78162
0.793128	0.813342	0.803041	0.705363	0.818772	0.854827	0.750093	0.854075	0.826234	0.83078	0.838895	0.946372	0.799775
0.767738	0.81223	0.836202	0.718609	0.832858	0.88454	0.773123	0.85156	0.827719	0.874021	0.824989	0.906752	0.793911
0.750951	0.759596	0.838967	0.726162	0.79635	0.89145	0.773241	0.81665	0.818185	0.85919	0.798688	0.931116	0.773155
0.732513	0.769079	0.830648	0.720275	0.826267	0.895134	0.753797	0.785477	0.776875	0.803411	0.83681	0.925629	0.800178
0.762934	0.765501	0.834493	0.737319	0.837633	0.799511	0.749254	0.823609	0.777644	0.792395	0.835879	0.91165	0.814942
0.777229	0.755539	0.833298	0.70665	0.847573	0.817123	0.752302	0.838861	0.792402	0.802758	0.859564	0.900857	0.862076
0.781282	0.773935	0.845335	0.717837	0.840424	0.799235	0.776226	0.853134	0.805777	0.792773	0.853365	0.871117	0.83833
0.738501	0.761551	0.807309	0.723701	0.817189	0.803352	0.829773	0.838417	0.831466	0.81421	0.831252	0.88856	0.843483
0.753755	0.77923	0.840763	0.709964	0.79955	0.771804	0.850619	0.830488	0.849096	0.826188	0.814866	0.862856	0.809495
0.781145	0.771728	0.83331	0.759682	0.828885	0.805527	0.805273	0.80885	0.839581	0.809066	0.808871	0.88152	0.820587
0.816321	0.786156	0.797695	0.746234	0.800574	0.842403	0.766413	0.822389	0.840195	0.820425	0.791582	0.887707	0.822281
0.808163	0.798756	0.798429	0.73403	0.799011	0.817046	0.78157	0.832349	0.822736	0.779702	0.774317	0.886079	0.816588
0.844225	0.852574	0.857472	0.75999	0.815927	0.796837	0.754158	0.837856	0.825496	0.823376	0.771865	0.905682	0.821908
0.861293	0.880775	0.853417	0.731669	0.752977	0.788646	0.781995	0.842769	0.867541	0.813155	0.760511	0.888025	0.817423
0.874718	0.873436	0.877187	0.738279	0.777683	0.817424	0.802079	0.851484	0.911458	0.790006	0.776045	0.897134	0.851762
0.887167	0.870458	0.862977	0.76044	0.790247	0.799565	0.841377	0.869345	0.813012	0.788053	0.77742	0.890637	0.864639
0.884895	0.899307	0.809352	0.770022	0.819467	0.810336	0.866454	0.858144	0.805967	0.762741	0.849702	0.91917	0.883263
0.842429	0.856983	0.818956	0.758334	0.794507	0.811463	0.825053	0.852155	0.827994	0.788701	0.827509	0.868742	0.869947
0.847537	0.816671	0.816577	0.785049	0.828242	0.817597	0.844598	0.872289	0.827914	0.794084	0.834609	0.84783	0.876887
0.827902	0.809606	0.794139	0.771296	0.824497	0.827473	0.840792	0.861171	0.837992	0.77835	0.85396	0.864274	0.86147
0.803312	0.81574	0.772812	0.742444	0.786677	0.792513	0.808211	0.847848	0.808468	0.778817	0.891267	0.839661	0.867741
0.799104	0.800541	0.815905	0.74508	0.783969	0.794304	0.802118	0.864187	0.800326	0.78851	0.837063	0.842383	0.855134
0.777397	0.8041	0.777894	0.736022	0.812555	0.856841	0.791358	0.868218	0.822745	0.768765	0.840898	0.895688	0.894121
0.7815	0.813919	0.74095	0.728012	0.782232	0.838022	0.777689	0.884648	0.835406	0.767712	0.840157	0.909192	0.859455
0.767486	0.793924	0.787307	0.728836	0.7895	0.828289	0.819594	0.89858	0.830159	0.788317	0.805916	0.957823	0.879938
