0.034874	0.034207	0.052547	0.029916	0.024196	0.048422	0.054695	0.039691	0.039937	0.044389	0.055685	0.041992
0.034068	0.038357	0.045323	0.03149	0.029735	0.051126	0.057293	0.03745	0.038497	0.046047	0.04944	0.036195
0.032768	0.03686	0.049201	0.031088	0.030879	0.033604	0.054999	0.037391	0.042282	0.045093	0.03799	0.034627
0.032686	0.037607	0.05168	0.033197	0.028472	0.037124	0.050864	0.0378	0.042714	0.044279	0.037348	0.034725
0.032997	0.037818	0.042239	0.034061	0.031711	0.034686	0.049555	0.040444	0.040198	0.045216	0.037726	0.034919
0.032477	0.040691	0.042467	0.030695	0.035298	0.028624	0.04359	0.037173	0.047474	0.04598	0.040495	0.033373
0.032921	0.038253	0.036444	0.032802	0.030436	0.023465	0.038068	0.034779	0.051857	0.049237	0.042414	0.035214
0.031538	0.033092	0.037143	0.04134	0.023204	0.025485	0.042084	0.041388	0.042914	0.044739	0.044711	0.036592
0.033097	0.035	0.038171	0.039052	0.026089	0.027767	0.044207	0.054147	0.040456	0.043268	0.041869	0.032511
0.043493	0.032414	0.036505	0.040966	0.02755	0.026731	0.045331	0.053228	0.039777	0.044336	0.040187	0.028618
0.038348	0.033722	0.025199	0.048592	0.031101	0.028674	0.04691	0.053142	0.040601	0.044249	0.040981	0.032535
0.035004	0.033545	0.020963	0.049061	0.029795	0.029552	0.049462	0.044487	0.044607	0.044152	0.04329	0.034004
0.033991	0.034378	0.023106	0.043273	0.028597	0.028781	0.045578	0.045703	0.043401	0.054926	0.040528	0.037867
0.0306	0.039504	0.027412	0.045821	0.031064	0.029853	0.045118	0.034682	0.03993	0.063529	0.056223	0.033318
0.034867	0.029631	0.026915	0.035234	0.035003	0.028066	0.048251	0.03416	0.040885	0.062089	0.061102	0.032125
0.035731	0.038127	0.025358	0.026894	0.049165	0.02891	0.040566	0.035198	0.04373	0.06421	0.059181	0.029148
0.035424	0.035562	0.027263	0.026086	0.041	0.029864	0.041683	0.036934	0.041624	0.055673	0.05437	0.030691
0.035669	0.034832	0.030196	0.034742	0.035986	0.029569	0.044159	0.039749	0.041208	0.061043	0.064781	0.030959
0.03524	0.041994	0.025824	0.028147	0.029052	0.034426	0.043965	0.035122	0.04473	0.053253	0.05523	0.030593
0.036905	0.037094	0.02646	0.030133	0.023563	0.033387	0.040425	0.034711	0.053149	0.054488	0.054677	0.033089
0.045939	0.036225	0.021734	0.030061	0.023905	0.0374	0.043525	0.036272	0.05198	0.066081	0.053176	0.034212
0.045353	0.037976	0.029271	0.033207	0.025601	0.029737	0.042975	0.033882	0.061561	0.062642	0.054014	0.033508
0.035628	0.037884	0.028963	0.033005	0.027771	0.024097	0.042978	0.032646	0.04688	0.059404	0.042233	0.03609
0.035752	0.024157	0.032366	0.028805	0.029259	0.027164	0.041018	0.035887	0.042663	0.050631	0.040043	0.042111
0.032167	0.030851	0.02912	0.033636	0.0291	0.032936	0.042621	0.038638	0.041939	0.041574	0.041353	0.043351
0.041042	0.042162	0.027337	0.030997	0.031888	0.031146	0.039747	0.035859	0.045323	0.040657	0.042358	0.035068
0.040121	0.048109	0.030075	0.03532	0.031051	0.031702	0.040185	0.036226	0.041934	0.04299	0.041589	0.029627
0.03787	0.050082	0.02611	0.03859	0.029065	0.027099	0.040557	0.037243	0.041053	0.042934	0.040863	0.028464
0.055976	0.038848	0.029134	0.029119	0.030399	0.027719	0.040055	0.035931	0.051256	0.041123	0.041635	0.035478
0.054122	0.038022	0.042422	0.030917	0.02866	0.032454	0.041682	0.033848	0.055082	0.043159	0.044005	0.03672
0.042425	0.037858	0.0317	0.022766	0.031992	0.038375	0.04329	0.035236	0.043847	0.045555	0.042516	0.033462
0.039752	0.024841	0.028723	0.027536	0.028644	0.035384	0.044156	0.034889	0.038075	0.044327	0.037954	0.03355
0.053698	0.032487	0.031465	0.033987	0.032351	0.02197	0.04658	0.035885	0.046049	0.042597	0.039293	0.036544
0.041994	0.034633	0.029144	0.033262	0.03467	0.029329	0.045522	0.037865	0.039471	0.042561	0.039125	0.042606
0.036729	0.031366	0.031984	0.028983	0.040462	0.027693	0.045633	0.044088	0.041089	0.0453	0.041696	0.042847
0.04501	0.028249	0.036037	0.026258	0.038419	0.030308	0.046562	0.049307	0.04157	0.0562	0.044739	0.047183
0.026304	0.035272	0.032616	0.041432	0.04147	0.03537	0.067162	0.045344	0.047773	0.05706	0.040928	0.053246
0.026383	0.032651	0.030569	0.03297	0.041929	0.031775	0.063175	0.041592	0.048064	0.058188	0.041298	0.054584
0.028196	0.031178	0.030399	0.032593	0.03004	0.029363	0.057408	0.035418	0.040028	0.04952	0.041944	0.048902
0.029619	0.040336	0.037719	0.041115	0.024797	0.031026	0.056658	0.035404	0.036441	0.044304	0.047393	0.040859
0.033422	0.044923	0.04224	0.044242	0.027782	0.032141	0.05369	0.03794	0.041828	0.049226	0.050932	0.041443
0.032872	0.034737	0.034294	0.043131	0.028832	0.032239	0.046662	0.036092	0.044652	0.046314	0.0418	0.037966
0.031212	0.049628	0.041705	0.043697	0.027443	0.025789	0.049113	0.037257	0.042306	0.048948	0.037742	0.03321
0.031681	0.054375	0.033585	0.048671	0.025524	0.032542	0.045992	0.038985	0.042737	0.047304	0.037637	0.027382
0.033097	0.046103	0.036878	0.03194	0.033247	0.02923	0.03585	0.037825	0.04247	0.045946	0.043816	0.028423
0.032803	0.044693	0.031664	0.033633	0.028496	0.024568	0.048456	0.036132	0.044781	0.040569	0.047979	0.035159
0.031923	0.047015	0.023979	0.033599	0.026823	0.029191	0.043851	0.037039	0.039131	0.042376	0.048357	0.034386
0.029699	0.035445	0.026143	0.034145	0.036232	0.036866	0.03904	0.036396	0.052552	0.039114	0.03875	0.033322
0.031004	0.040349	0.026392	0.025948	0.033483	0.028253	0.044468	0.036489	0.039735	0.039339	0.043171	0.03308
0.033366	0.039065	0.03186	0.023938	0.026532	0.023995	0.047068	0.045719	0.039473	0.049818	0.045798	0.036543
0.042593	0.039329	0.025319	0.029393	0.03359	0.024617	0.044742	0.051704	0.04439	0.067645	0.042394	0.034885
0.05223	0.043559	0.024923	0.028937	0.025079	0.033591	0.061172	0.044958	0.043291	0.071922	0.039419	0.033328
0.041376	0.042259	0.024812	0.028898	0.032589	0.033028	0.049192	0.045293	0.043382	0.068192	0.039176	0.029142
0.037295	0.036816	0.034016	0.027609	0.029512	0.033771	0.055284	0.040438	0.042683	0.054402	0.039063	0.032403
0.031464	0.039142	0.0262	0.030185	0.036507	0.03496	0.055848	0.03513	0.051237	0.057187	0.038947	0.041407
0.028323	0.042318	0.021145	0.030982	0.038927	0.043689	0.06508	0.036634	0.059567	0.062636	0.035839	0.040416
0.028932	0.034765	0.026061	0.043725	0.04386	0.048173	0.056111	0.036997	0.067955	0.057044	0.037885	0.032605
0.032488	0.034903	0.026881	0.046409	0.035283	0.040306	0.038484	0.035122	0.068274	0.049634	0.038743	0.031
0.034777	0.034086	0.032419	0.029587	0.039029	0.044438	0.041878	0.03354	0.063326	0.051008	0.039669	0.03407
0.037984	0.03718	0.042315	0.024347	0.039798	0.041784	0.041706	0.036516	0.052923	0.059921	0.040205	0.043535
0.030137	0.039152	0.034655	0.026198	0.031452	0.030407	0.042041	0.03432	0.053252	0.058611	0.03846	0.039303
0.037959	0.039417	0.036168	0.028057	0.023991	0.030981	0.046837	0.036421	0.061635	0.056934	0.03814	0.03903
0.035392	0.03388	0.026703	0.024889	0.020978	0.035371	0.048281	0.043966	0.049705	0.048889	0.049456	0.031049
