I							
pcDNA3.1			HLF				
1.059875	0.959393	0.980732	1.303144	1.491802	1.465958		
J							
SiNC			SiHLF				
1.080392	1.120997	0.798611	0.573345	0.677415	0.635676		
K							
HLF+/+			HLF+/-				
0.89854	1.083683	1.017777	0.445204	0.43525	0.459419		
L							
pcDNA3.1				HLF			
1.4781597	0.1809674	0.2212581	2.1196148	5.255405584	7.536016418	5.076387177	5.516686921
